title,author,date,link,pdf_link,query,search_engine,nr_found,cite_count,doi
Evolving a model of transaction management with embedded concurrency control for mobile database systems,"S Bhalla - Information and Software Technology, 2003 - Elsevier",2003,https://www.sciencedirect.com/science/article/pii/S0950584903000454,http://delab.csd.auth.gr/~dimitris/courses/mpc_fall06/papers/transactions/Elsevier_Information_Software_Technology_45_9_2003_Evolving%20a%20model%20of%20transactionnext%20term%20management%20with%20embedded%20concurrency%20control%20for%20previous%20termmobilenext%20term%20database.pdf,,,1,13,No DOI available
SA-EAST: security-aware efficient data transmission for ITS in mobile heterogeneous cloud computing,"K Gai, L Qiu, M Chen, H Zhao, M Qiu - ACM Transactions on Embedded …, 2017 - dl.acm.org",2017,https://dl.acm.org/citation.cfm?id=2979677,http://webpage.pace.edu/kg71231w/docs/tecs1.pdf,,,1,59,No DOI available
Authentication for a commercial transaction using a mobile module,"BE Johnson, C Webster-Lam - US Patent 8,996,423, 2015 - Google Patents",2015,https://patents.google.com/patent/US8996423B2/en,No PDF available,,,1,191,No DOI available
"Mobile commerce: framework, applications and networking support","U Varshney, R Vetter - Mobile networks and Applications, 2002 - Springer",2002,https://link.springer.com/article/10.1023/A:1014570512129,https://pdfs.semanticscholar.org/3ca7/e7c66c3e7e239fecf60c5cd6daa4674df037.pdf,,,1,686,No DOI available
Socially embedded learning of the O ce-conversant mobile robot Jijo-2,"H Asoh, S Hayamizu, I Hara, Y Motomura… - … Joint Conference on …, 1997 - Citeseer",1997,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.40.3647&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.40.3647&rep=rep1&type=pdf,,,1,143,No DOI available
"Cooperation, opportunism, and the invisible hand: Implications for transaction cost theory","CWL Hill - Academy of Management Review, 1990 - journals.aom.org",1990,https://journals.aom.org/doi/abs/10.5465/amr.1990.4309111,http://christintheclassroom.org/Supplements/Music.pdf,,,1,1406,No DOI available
… transaction-enabling graphical user interfaces at internet-enabled terminals in response to reading bar code symbols pointing to html-encoded documents embedded …,"G Russell, DM Wilz Sr, CH Knowles - US Patent 6,412,699, 2002 - Google Patents",2002,https://patents.google.com/patent/US6412699B1/en,No PDF available,,,1,93,No DOI available
LGeDBMS: a small DBMS for embedded system with flash memory,"GJ Kim, SC Baek, HS Lee, HD Lee… - Proceedings of the 32nd …, 2006 - dl.acm.org",2006,https://dl.acm.org/citation.cfm?id=1164257,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.101.1036&rep=rep1&type=pdf,,,1,93,No DOI available
Activity recognition on an accelerometer embedded mobile phone with varying positions and orientations,"L Sun, D Zhang, B Li, B Guo, S Li - International conference on ubiquitous …, 2010 - Springer",2010,https://link.springer.com/chapter/10.1007/978-3-642-16355-5_42,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.705.888&rep=rep1&type=pdf,,,1,228,No DOI available
Method and system for providing transaction notification and mobile reply authorization,"M Kim - US Patent App. 11/015,597, 2006 - Google Patents",2006,https://patents.google.com/patent/US20060131390A1/en,No PDF available,,,1,196,No DOI available
Single tap transactions using an NFC enabled mobile device,"M Fisher - US Patent 8,332,272, 2012 - Google Patents",2012,https://patents.google.com/patent/US8332272B2/en,No PDF available,,,1,218,No DOI available
Smart phone for mobile commerce,"YF Chang, CS Chen, H Zhou - Computer Standards & Interfaces, 2009 - Elsevier",2009,https://www.sciencedirect.com/science/article/pii/S0920548908001153,No PDF available,,,1,218,No DOI available
Method for making a financial transaction card with embedded electronic circuitry,"A Finkelstein - US Patent 6,902,116, 2005 - Google Patents",2005,https://patents.google.com/patent/US6902116B2/en,No PDF available,,,1,236,No DOI available
Low-profile printed octa-band LTE/WWAN mobile phone antenna using embedded parallel resonant structure,"YL Ban, JH Chen, S Yang, JLW Li… - IEEE Transactions on …, 2013 - ieeexplore.ieee.org",2013,https://ieeexplore.ieee.org/abstract/document/6504727/,https://www.researchgate.net/profile/Joshua_Li/publication/260511722_Low-Profile_Printed_Octa-Band_LTEWWAN_Mobile_Phone_Antenna_Using_Embedded_Parallel_Resonant_Structure/links/0a85e539ff88438748000000/Low-Profile-Printed-Octa-Band-LTE-WWAN-Mobile-Phone-Antenna-Using-Embedded-Parallel-Resonant-Structure.pdf,,,1,61,No DOI available
Method and apparatus for remotely disabling and enabling access to secure transaction functions of a mobile terminal,"S Dutta, A Ghosh - US Patent App. 09/878,468, 2002 - Google Patents",2002,https://patents.google.com/patent/US20020186845A1/en,No PDF available,,,1,191,No DOI available
Method of distributing information via mobile devices and enabling its use at a point of transaction,"V Bemmel, R Van Tuyl, N Nguyen - US Patent App. 11/873,133, 2008 - Google Patents",2008,https://patents.google.com/patent/US20080097851A1/en,No PDF available,,,1,219,No DOI available
Embedded access point supporting communication with mobile unit operating in power-saving mode,"R Beach - US Patent 6,067,297, 2000 - Google Patents",2000,https://patents.google.com/patent/US6067297A/en,No PDF available,,,1,320,No DOI available
Fingerprint recognition with embedded cameras on mobile phones,"MO Derawi, B Yang, C Busch - … on Security and Privacy in Mobile …, 2011 - Springer",2011,https://link.springer.com/chapter/10.1007/978-3-642-30244-2_12,https://christoph-busch.de/files/Derawi-FingerCamera-secdoc-2012.pdf,,,1,59,No DOI available
System and method for facilitating electronic financial transactions using a mobile telecommunication device,"G Leung, R Lee, K Cheng, P Chui, A Mitchell… - US Patent …, 2008 - Google Patents",2008,https://patents.google.com/patent/US7379920B2/en,No PDF available,,,1,164,No DOI available
Payment for network-based commercial transactions using a mobile phone,"D Husemann, R Hermann, M Moser… - US Patent App. 09 …, 2001 - Google Patents",2001,https://patents.google.com/patent/US20010037264A1/en,No PDF available,,,1,190,No DOI available
Development of embedded STT-MRAM for mobile system-on-chips,"K Lee, SH Kang - IEEE Transactions on Magnetics, 2011 - ieeexplore.ieee.org",2011,https://ieeexplore.ieee.org/abstract/document/5676454/,No PDF available,,,1,103,No DOI available
Mobile communication device equipped with a magnetic stripe reader,"S Goldthwaite, W Graylin - US Patent 7,336,973, 2008 - Google Patents",2008,https://patents.google.com/patent/US7336973B2/en,No PDF available,,,1,238,No DOI available
A survey of techniques for improving energy efficiency in embedded computing systems,"S Mittal - arXiv preprint arXiv:1401.0765, 2014 - arxiv.org",1401,https://arxiv.org/abs/1401.0765,https://arxiv.org/pdf/1401.0765,,,1,103,No DOI available
Embedded routing algorithms under the internet protocol routing layer of a software architecture protocol stack in a mobile Ad-Hoc network,"E Whitehill, E White - US Patent 7,756,041, 2010 - Google Patents",2010,https://patents.google.com/patent/US7756041B2/en,No PDF available,,,1,244,No DOI available
An embedded fuzzy controller for a behavior-based mobile robot with guaranteed performance,"SX Yang, H Li, MQH Meng… - IEEE Transactions on fuzzy …, 2004 - ieeexplore.ieee.org",2004,https://ieeexplore.ieee.org/abstract/document/1321073/,http://www.uoguelph.ca/~aris/341/J_TFS2004_published.pdf,,,1,103,No DOI available
Localization of wireless sensor networks with a mobile beacon.,"ML Sichitiu, V Ramadurai - MASS, 2004 - ncsu.edu",2004,http://www4.ncsu.edu/~mlsichit/Research/Publications/oneMobileBeaconTR.pdf,http://www4.ncsu.edu/~mlsichit/Research/Publications/oneMobileBeaconTR.pdf,,,1,667,No DOI available
Transaction server configured to authorize payment transactions using mobile telephone devices,"DJ Pharris - US Patent App. 12/412,193, 2009 - Google Patents",2009,https://patents.google.com/patent/US20090254479A1/en,No PDF available,,,1,94,No DOI available
Automated digital rights management and payment system with embedded content,"L Maritzen, K Niwa-san, H Ludtke… - US Patent App. 10 …, 2003 - Google Patents",2003,https://patents.google.com/patent/US20030110133A1/en,https://patentimages.storage.googleapis.com/a4/5c/86/1c678b71012869/US10017947.pdf,,,1,26,No DOI available
Embedded mobile analytics in a mobile device,"AW Spivey, BE Rockafellow, FA Smoak… - US Patent App. 12 …, 2010 - Google Patents",2010,https://patents.google.com/patent/US20100041391A1/en,No PDF available,,,1,40,No DOI available
Analysing global economic organization: embedded networks and global chains compared,"J Bair - Economy and Society, 2008 - Taylor & Francis",2008,https://www.tandfonline.com/doi/abs/10.1080/03085140802172664,https://www.researchgate.net/profile/Jennifer_Bair2/publication/249006292_Analysing_global_economic_organization_embedded_networks_and_global_chains_compared/links/0f31753724cfda564d000000/Analysing-global-economic-organization-embedded-networks-and-global-chains-compared.pdf,,,1,291,No DOI available
An embedded camera lens distortion correction method for mobile computing applications,"W Yu - IEEE Transactions on Consumer Electronics, 2003 - ieeexplore.ieee.org",2003,https://ieeexplore.ieee.org/abstract/document/1261171/,No PDF available,,,1,43,No DOI available
Transaction maps embedded within or provided with charge-card billing statements,"R Fiedler, X Zhang - US Patent 6,883,708, 2005 - Google Patents",2005,https://patents.google.com/patent/US6883708B1/en,No PDF available,,,1,52,No DOI available
Mobile device equipped with a contactless smart card reader/writer,"S Goldthwaite, W Graylin - US Patent App. 10/625,823, 2004 - Google Patents",2004,https://patents.google.com/patent/US20040127256A1/en,No PDF available,,,1,406,No DOI available
Design of embedded DSP-based fuzzy controllers for autonomous mobile robots,"I Baturone, FJ Moreno-Velo, V Blanco… - IEEE Transactions on …, 2008 - ieeexplore.ieee.org",2008,https://ieeexplore.ieee.org/abstract/document/4439299/,http://digital.csic.es/bitstream/10261/86369/1/DSP-based.pdf,,,1,83,No DOI available
Presentation of sponsored content based on mobile transaction event,"J Ramer, A Soroca, D Doughty - US Patent 7,702,318, 2010 - Google Patents",2010,https://patents.google.com/patent/US7702318B2/en,No PDF available,,,1,204,No DOI available
Circuit design challenges in embedded memory and resistive RAM (RRAM) for mobile SoC and 3D-IC,"MF Chang, PF Chiu, SS Sheu - … (ASP-DAC), 2011 16th Asia and …, 2011 - ieeexplore.ieee.org",2011,https://ieeexplore.ieee.org/abstract/document/5722184/,No PDF available,,,1,80,No DOI available
Mobile banking: concept and potential,"SJ Barnes, B Corbitt - International Journal of Mobile …, 2003 - inderscienceonline.com",2003,https://www.inderscienceonline.com/doi/abs/10.1504/IJMC.2003.003494,https://www.researchgate.net/profile/Stuart_Barnes/publication/220474699_Mobile_banking_Concept_and_potential/links/00b7d53b29777137d7000000/Mobile-banking-Concept-and-potential.pdf,,,1,279,No DOI available
Design and implementation of embedded un-interruptible power supply system (EUPSS) for web-based mobile application,"D Zhang, X Zhang - Enterprise Information Systems, 2012 - Taylor & Francis",2012,https://www.tandfonline.com/doi/abs/10.1080/17517575.2011.626872,No PDF available,,,1,90,No DOI available
"A survey of mobile cloud computing: architecture, applications, and approaches","HT Dinh, C Lee, D Niyato… - … and mobile computing, 2013 - Wiley Online Library",2013,https://onlinelibrary.wiley.com/doi/abs/10.1002/wcm.1203,https://onlinelibrary.wiley.com/doi/full/10.1002/wcm.1203,,,1,1825,No DOI available
Method and system for mobile commerce advertising,"T Heng - US Patent App. 09/906,501, 2003 - Google Patents",2003,https://patents.google.com/patent/US20030014307A1/en,No PDF available,,,1,189,No DOI available
FPGA implementation of an embedded robust adaptive controller for autonomous omnidirectional mobile platform,"HC Huang, CC Tsai - … Transactions on Industrial Electronics, 2009 - ieeexplore.ieee.org",2009,https://ieeexplore.ieee.org/abstract/document/4682699/,No PDF available,,,1,86,No DOI available
Towards an understanding of the consumer acceptance of mobile wallet,"DH Shin - Computers in Human Behavior, 2009 - Elsevier",2009,https://www.sciencedirect.com/science/article/pii/S0747563209000958,No PDF available,,,1,383,No DOI available
Retrieving product information from embedded sensors via mobile device video analysis,"MA Calman, ES Ross, A Hamilton - US Patent 9,224,166, 2015 - Google Patents",2015,https://patents.google.com/patent/US9224166B2/en,No PDF available,,,1,20,No DOI available
Efficient implementation of fingerprint verification for mobile embedded systems using fixed-point arithmetic,"TY Tang, YS Moon, KC Chan - … of the 2004 ACM symposium on Applied …, 2004 - dl.acm.org",2004,https://dl.acm.org/citation.cfm?id=968070,No PDF available,,,1,19,No DOI available
Method and system for detecting an end of transaction for contactless transactions on a mobile device,"T Buhot - US Patent App. 11/745,354, 2008 - Google Patents",2008,https://patents.google.com/patent/US20080121687A1/en,No PDF available,,,1,100,No DOI available
Customer acceptance of mobile banking: A conceptual framework,"S Singh, V Srivastava, RK Srivastava - Sies journal of management, 2010 - siescoms.edu",2010,http://www.siescoms.edu/journals/siescoms/Journal4.pdf#page=57,http://www.siescoms.edu/journals/siescoms/Journal4.pdf#page=57,,,1,103,No DOI available
KingBase lite: A smart mobile embedded database system,"X Zhang, X Meng, S Wang - … in the Asia-Pacific Region, 2000 …, 2000 - ieeexplore.ieee.org",2000,https://ieeexplore.ieee.org/abstract/document/843551/,https://pdfs.semanticscholar.org/1f12/91879b80550612ec80a39034ca2fa0f63c21.pdf,,,1,10,No DOI available
Payment transaction using mobile phone as relay,"A Hammad, P Faith - US Patent 8,219,490, 2012 - Google Patents",2012,https://patents.google.com/patent/US8219490B2/en,No PDF available,,,1,101,No DOI available
Apparatus and method for initiating a telephone transaction using a scanner,"SII Theodore, KG August, ML Tuomenoksa - US Patent 6,036,086, 2000 - Google Patents",2000,https://patents.google.com/patent/US6036086A/en,No PDF available,,,1,326,No DOI available
Embedded NAND flash file system for mobile multimedia devices,"H Kim, Y Won, S Kang - … Transactions on Consumer Electronics, 2009 - ieeexplore.ieee.org",2009,https://ieeexplore.ieee.org/abstract/document/5174420/,No PDF available,,,1,27,No DOI available
"An 80/20-MHz 160-mW multimedia processor integrated with embedded DRAM, MPEG-4 accelerator and 3-D rendering engine for mobile applications","CW Yoon, R Woo, J Kook, SJ Lee… - IEEE Journal of Solid …, 2001 - ieeexplore.ieee.org",2001,https://ieeexplore.ieee.org/abstract/document/962299/,http://koasas.kaist.ac.kr/bitstream/10203/6297/1/ycwJSSC2001.pdf,,,1,53,No DOI available
"Mobile commerce: Promises, challenges and research agenda","K Siau, EP Lim, Z Shen - Journal of Database Management (JDM), 2001 - igi-global.com",2001,https://www.igi-global.com/article/journal-database-management-jdm/3264,https://www.researchgate.net/profile/Keng_Siau/publication/220373657_Mobile_Commerce_Promises_Challenges_and_Research_Agenda/links/5984f30c0f7e9b6c852f50f1/Mobile-Commerce-Promises-Challenges-and-Research-Agenda.pdf,,,1,543,No DOI available
A multimodal technique for an embedded fingerprint recognizer in mobile payment systems,"V Conti, C Militello, F Sorbello, S Vitabile - Mobile Information Systems, 2009 - hindawi.com",2009,https://www.hindawi.com/journals/misy/2009/284124/abs/,http://downloads.hindawi.com/journals/misy/2009/284124.pdf,,,1,22,No DOI available
Near field communication transactions with user profile updates in a mobile environment,"US Patent App. 12/333,024, 2009 - Google Patents",2009,https://patents.google.com/patent/US20090157512A1/en,No PDF available,,,1,99,No DOI available
Electronic payment methods for a mobile device,"RL Pond, TW Zalewski, RJ Estep - US Patent 7,774,231, 2010 - Google Patents",2010,https://patents.google.com/patent/US7774231B2/en,No PDF available,,,1,454,No DOI available
An embedded mobile ECG reasoning system for elderly patients,"DH Shih, HS Chiang, B Lin, SB Lin - IEEE Trans. Information …, 2010 - ieeexplore.ieee.org",2010,https://ieeexplore.ieee.org/iel5/4233/4358869/04895720.pdf,No PDF available,,,1,66,No DOI available
Embedded acceptance system,"L Weber - US Patent App. 14/253,188, 2014 - Google Patents",2014,https://patents.google.com/patent/US20140310183A1/en,https://patentimages.storage.googleapis.com/ba/9b/34/3d17ff4e3ef996/US20140310183A1.pdf,,,1,32,No DOI available
Embedded security for Internet of Things,"A Ukil, J Sen, S Koilakonda - Emerging Trends and …, 2011 - ieeexplore.ieee.org",2011,https://ieeexplore.ieee.org/abstract/document/5751382/,http://www.academia.edu/download/30557220/NC078.pdf,,,1,97,No DOI available
Security device for controlling the access to a personal computer or to a computer terminal,"Y Korshun - US Patent 5,952,641, 1999 - Google Patents",1999,https://patents.google.com/patent/US5952641A/en,No PDF available,,,1,314,No DOI available
Point of sale adapter for electronic transaction device,"SG Pitroda, M Patel - US Patent 6,705,520, 2004 - Google Patents",2004,https://patents.google.com/patent/US6705520B1/en,No PDF available,,,1,405,No DOI available
A Survey: Embedded Systems Supporting By Different Operating Systems,"Q Jabeen, F Khan, MN Hayat, H Khan, SR Jan… - arXiv preprint arXiv …, 2016 - arxiv.org",2016,https://arxiv.org/abs/1610.07899,https://arxiv.org/pdf/1610.07899,,,1,50,No DOI available
Exploring consumer adoption of mobile payments–A qualitative study,"N Mallat - The Journal of Strategic Information Systems, 2007 - Elsevier",2007,https://www.sciencedirect.com/science/article/pii/S0963868707000480,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.463.3319&rep=rep1&type=pdf,,,1,752,No DOI available
A cost-aware page replacement algorithm for nand flash based mobile embedded systems,"J Park, H Lee, S Hyun, K Koh, H Bahn - … conference on Embedded …, 2009 - dl.acm.org",2009,https://dl.acm.org/citation.cfm?id=1629377,No PDF available,,,1,16,No DOI available
SQLServer for Windows CE-a database engine for mobile and embedded platforms,"P Seshadri, P Garrett - Data Engineering, 2000. Proceedings …, 2000 - ieeexplore.ieee.org",2000,https://ieeexplore.ieee.org/abstract/document/839481/,https://pdfs.semanticscholar.org/1b11/fa015d2292bbfe1fc476696165517e03d140.pdf,,,1,56,No DOI available
Mobile wallet and digital payment,"YQ Chen, M Moinuddin, Y Yacobi - US Patent 8,041,338, 2011 - Google Patents",2011,https://patents.google.com/patent/US8041338B2/en,No PDF available,,,1,198,No DOI available
A state-of-the-art survey on real-time issues in embedded systems virtualization,"Z Gu, Q Zhao - Journal of Software Engineering and Applications, 2012 - scirp.org",2012,http://www.scirp.org/journal/PaperInformation.aspx?paperID=18574,http://www.scirp.org/journal/PaperInformation.aspx?paperID=18574,,,1,65,No DOI available
Component-based embedded database for mobile embedded systems,"SI Ahamed, S Vallecha - Information Technology: Coding and …, 2004 - ieeexplore.ieee.org",2004,https://ieeexplore.ieee.org/abstract/document/1286512/,http://www.mscs.mu.edu/~iq/papers/long/2004/ITCC04_database.pdf,,,1,11,No DOI available
A predictive dynamic power management technique for embedded mobile devices,"YS Hwang, SK Ku, KS Chung - IEEE Transactions on …, 2010 - ieeexplore.ieee.org",2010,https://ieeexplore.ieee.org/abstract/document/5505992/,No PDF available,,,1,26,No DOI available
Trust management problem in distributed wireless sensor networks,"RA Shaikh, H Jameel, S Lee, S Rajput… - Embedded and Real …, 2006 - ieeexplore.ieee.org",2006,https://ieeexplore.ieee.org/abstract/document/1691342/,https://www.researchgate.net/profile/Saeed_Rajput/publication/221207985_Trust_Management_Problem_in_Distributed_Wireless_Sensor_Networks/links/550225a20cf2d60c0e629ac4.pdf,,,1,85,No DOI available
Lightweight anonymous authentication with TLS and DAA for embedded mobile devices,"C Wachsmann, L Chen, K Dietrich, H Löhr… - … on Information Security, 2010 - Springer",2010,https://link.springer.com/chapter/10.1007/978-3-642-18178-8_8,https://www.researchgate.net/profile/Kurt_Dietrich/publication/227129809_Lightweight_Anonymous_Authentication_with_TLS_and_DAA_for_Embedded_Mobile_Devices/links/0fcfd509ccabecfafa000000/Lightweight-Anonymous-Authentication-with-TLS-and-DAA-for-Embedded-Mobile-Devices.pdf,,,1,47,No DOI available
Proposed embedded security framework for internet of things (iot),"S Babar, A Stango, N Prasad, J Sen… - … Theory and Aerospace …, 2011 - ieeexplore.ieee.org",2011,https://ieeexplore.ieee.org/abstract/document/5940923/,https://www.researchgate.net/profile/Jaydip_Sen/publication/252013823_Proposed_Embedded_Security_Framework_for_Internet_of_Things_IoT/links/00b495278c92a797d9000000/Proposed-Embedded-Security-Framework-for-Internet-of-Things-IoT.pdf,,,1,142,No DOI available
Capturing and replaying internet application transactions using an embedded browser,"P Cesario - US Patent App. 10/244,195, 2004 - Google Patents",2004,https://patents.google.com/patent/US20040054715A1/en,No PDF available,,,1,51,No DOI available
Flash-aware storage optimized for mobile and embedded DBMS on NAND flash memory,"LEE SangCheol, BS Ko, HG Yoo, SH Kang - US Patent 7,856,522, 2010 - Google Patents",2010,https://patents.google.com/patent/US7856522B2/en,No PDF available,,,1,31,No DOI available
A framework for the study of customer interface design for mobile commerce,"YE Lee, I Benbasat - International Journal of Electronic Commerce, 2004 - Taylor & Francis",2004,https://www.tandfonline.com/doi/abs/10.1080/10864415.2004.11044299,http://j.pelet.free.fr/publications/mobile/A%20Framework%20for%20the%20Study%20of%20Customer%20Interface%20Design%20for%20Mobile%20Commerce.pdf,,,1,242,No DOI available
Peer-to-peer transactions between embedded near field communication devices with authentication,"M Fisher - US Patent App. 13/650,061, 2013 - Google Patents",2013,https://patents.google.com/patent/US20130035068A1/en,No PDF available,,,1,4,No DOI available
Integrated mobile application server and communication gateway,"M Kaplan, C Rand - US Patent App. 11/125,833, 2006 - Google Patents",2006,https://patents.google.com/patent/US20060258397A1/en,No PDF available,,,1,249,No DOI available
Programmable transaction card,"RS Wallerstein - US Patent 5,955,961, 1999 - Google Patents",1999,https://patents.google.com/patent/US5955961A/en,No PDF available,,,1,555,No DOI available
A Tiered Replication Model in Embedded Database Based Mobile Geospatial Information Service,"Y Zhang, M Zhang, F Bian - … Mobile Computing, 2008. WiCOM' …, 2008 - ieeexplore.ieee.org",2008,https://ieeexplore.ieee.org/abstract/document/4679255/,No PDF available,,,1,5,No DOI available
"… upon either arm's-length transactions or socially embedded ties. Electronic technologies have enabled a third and more flexible option, dubbed"" virtually embedded …","TB Lawrence, EA Morse - MIT Sloan Management Review, 2005 - go.galegroup.com",2005,https://go.galegroup.com/ps/i.do?p=AONE&sw=w&u=googlescholar&v=2.1&it=r&id=GALE%7CA128607630&sid=googleScholar&asid=fb9ecb5b,No PDF available,,,1,37,No DOI available
A laboratory setup and teaching methodology for wireless and mobile embedded systems,"JS Chenard, Z Zilic, M Prokic - IEEE Transactions on Education, 2008 - ieeexplore.ieee.org",2008,https://ieeexplore.ieee.org/abstract/document/4589051/,http://iml.ece.mcgill.ca/people/professors/zilic/documents/Lab_wireless_mobile.pdf,,,1,51,No DOI available
