title,author,date,link,pdf_link,query,search_engine,nr_found,cite_count,doi
Examining trust in mobile banking transactions: The case of M-PESA in Kenya,"O Morawczynski, G Miscione - IFIP International Conference on Human …, 2008 - Springer",2008,https://link.springer.com/chapter/10.1007/978-0-387-84822-8_19,https://link.springer.com/content/pdf/10.1007/978-0-387-84822-8_19.pdf,,,1,119,No DOI available
A dynamic authentication scheme for mobile transactions,"B Sathish Babu, P Venkataram - International Journal of Netwok Security, 2009 - Citeseer",2009,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.155.4468&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.155.4468&rep=rep1&type=pdf,,,1,37,No DOI available
Distributing authorized tokens to conduct mobile transactions,"MA Calman - US Patent App. 13/553,423, 2014 - Google Patents",2014,https://patents.google.com/patent/US20140025585A1/en,No PDF available,,,1,45,No DOI available
Interactive system for and method of performing financial transactions from a user base,"PH Nel - US Patent 6,363,364, 2002 - Google Patents",2002,https://patents.google.com/patent/US6363364B1/en,No PDF available,,,1,86,No DOI available
System and method of facilitating contactless payment transactions across different payment systems using a common mobile device acting as a stored value device,"P Staib, J Helm, T Renard - US Patent App. 10/940,939, 2005 - Google Patents",2005,https://patents.google.com/patent/US20050222961A1/en,No PDF available,,,1,338,No DOI available
Mobile communications and mobile services,"K Siau, Z Shen - International Journal of Mobile Communications, 2003 - researchgate.net",2003,https://www.researchgate.net/profile/Keng_Siau/publication/220474832_Mobile_Communications_and_Mobile_Services/links/5a94f14c0f7e9ba42970de1b/Mobile-Communications-and-Mobile-Services.pdf,https://www.researchgate.net/profile/Keng_Siau/publication/220474832_Mobile_Communications_and_Mobile_Services/links/5a94f14c0f7e9ba42970de1b/Mobile-Communications-and-Mobile-Services.pdf,,,1,319,No DOI available
Image base inquiry system for search engines for mobile telephones with integrated camera,"H Neven Sr - US Patent 8,421,872, 2013 - Google Patents",2013,https://patents.google.com/patent/US8421872B2/en,No PDF available,,,1,398,No DOI available
Traffic model and performance analysis for cellular mobile radio telephone systems with prioritized and nonprioritized handoff procedures,"D Hong, SS Rappaport - … transactions on Vehicular Technology, 1986 - ieeexplore.ieee.org",1986,https://ieeexplore.ieee.org/abstract/document/1623389/,https://ir.stonybrook.edu/xmlui/bitstream/handle/11401/65174/CEAS--773.pdf?sequence=1,,,1,2238,No DOI available
Base-station tracking in mobile communications using a switched parasitic antenna array,"SL Preston, DV Thiel, TA Smith… - IEEE Transactions on …, 1998 - ieeexplore.ieee.org",1998,https://ieeexplore.ieee.org/abstract/document/686771/,https://research-repository.griffith.edu.au/bitstream/handle/10072/12306/9239.pdf?sequence=1&isAllowed=y,,,1,163,No DOI available
"Operating system having external media layer, workflow layer, internal media layer, and knowledge base for routing media events between transactions","CCM Beck, JM Berke, JA Johnstone… - US Patent …, 2002 - Google Patents",2002,https://patents.google.com/patent/US6345305B1/en,No PDF available,,,1,240,No DOI available
Predicting consumer intention to use mobile service,"YS Wang, HH Lin, P Luarn - Information systems journal, 2006 - Wiley Online Library",2006,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2575.2006.00213.x,No PDF available,,,1,654,No DOI available
"Mobile commerce: framework, applications and networking support","U Varshney, R Vetter - Mobile networks and Applications, 2002 - Springer",2002,https://link.springer.com/article/10.1023/A:1014570512129,https://pdfs.semanticscholar.org/3ca7/e7c66c3e7e239fecf60c5cd6daa4674df037.pdf,,,1,686,No DOI available
Mobile device base station,"S Forstall, GN Christie, RE Borchers, K Tiene - US Patent 8,463,238, 2013 - Google Patents",2013,https://patents.google.com/patent/US8463238B2/en,No PDF available,,,1,284,No DOI available
Point of sale for mobile transactions,"CF Baldwin, B Barnes, W Heinmiller, P Kenny… - US Patent …, 2015 - Google Patents",2015,https://patents.google.com/patent/US9129273B2/en,No PDF available,,,1,26,No DOI available
Studies of base-station antenna height effects on mobile radio,"WCY Lee - IEEE Transactions on Vehicular Technology, 1980 - ieeexplore.ieee.org",1980,https://ieeexplore.ieee.org/abstract/document/1622762/,No PDF available,,,1,42,No DOI available
Secure location verification with hidden and mobile base stations,"K Rasmussen, M Srivastava - IEEE Transactions on Mobile …, 2008 - ieeexplore.ieee.org",2008,https://ieeexplore.ieee.org/abstract/document/4384494/,http://www.cs.ox.ac.uk/files/6494/covert.pdf,,,1,135,No DOI available
System and method for facilitating electronic financial transactions using a mobile telecommunication device,"G Leung, R Lee, K Cheng, P Chui, A Mitchell… - US Patent …, 2008 - Google Patents",2008,https://patents.google.com/patent/US7379920B2/en,No PDF available,,,1,164,No DOI available
Device Method & System For Facilitating Mobile Transactions,"N Rubinstein - US Patent App. 11/759,957, 2008 - Google Patents",2008,https://patents.google.com/patent/US20080305769A1/en,No PDF available,,,1,22,No DOI available
Single tap transactions using an NFC enabled mobile device,"M Fisher - US Patent 8,332,272, 2012 - Google Patents",2012,https://patents.google.com/patent/US8332272B2/en,No PDF available,,,1,218,No DOI available
Method and system for securing transactions made through a mobile communication device,"M Fisher, R Guha - US Patent 8,290,433, 2012 - Google Patents",2012,https://patents.google.com/patent/US8290433B2/en,No PDF available,,,1,136,No DOI available
Payment for network-based commercial transactions using a mobile phone,"D Husemann, R Hermann, M Moser… - US Patent App. 09 …, 2001 - Google Patents",2001,https://patents.google.com/patent/US20010037264A1/en,No PDF available,,,1,190,No DOI available
The dangers of replication and a solution,"J Gray, P Helland, P O'Neil, D Shasha - ACM SIGMOD Record, 1996 - dl.acm.org",1996,https://dl.acm.org/citation.cfm?id=233330,http://db.cs.berkeley.edu/cs286/papers/dangers-sigmod1996.pdf,,,1,1649,No DOI available
"A survey of mobile cloud computing: architecture, applications, and approaches","HT Dinh, C Lee, D Niyato… - … and mobile computing, 2013 - Wiley Online Library",2013,https://onlinelibrary.wiley.com/doi/abs/10.1002/wcm.1203,https://onlinelibrary.wiley.com/doi/full/10.1002/wcm.1203,,,1,1825,No DOI available
Submission of transactions from mobile workstations in a cooperative multidatabase processing environment,"LH Yeo, A Zaslavsky - … Systems, 1994., Proceedings of the 14th …, 1994 - ieeexplore.ieee.org",1994,https://ieeexplore.ieee.org/abstract/document/302439/,http://lyle.smu.edu/~mhd/8391f01/mehta2.pdf,,,1,102,No DOI available
Improving data consistency in mobile computing using isolation-only transactions,"Q Lu, M Satyanarayanan - Hot Topics in Operating Systems …, 1995 - ieeexplore.ieee.org",1995,https://ieeexplore.ieee.org/abstract/document/513467/,http://www.dtic.mil/get-tr-doc/pdf?AD=ADA293110,,,1,91,No DOI available
Isolation-only transactions for mobile computing,"Q Lu, M Satyanaranyanan - ACM SIGOPS Operating Systems Review, 1994 - dl.acm.org",1994,https://dl.acm.org/citation.cfm?id=198164,http://www-2.cs.cmu.edu/afs/cs/project/coda-www/ResearchWebPages/docdir/osriot94.pdf,,,1,102,No DOI available
Mobile telephone system and method for carrying out financial transactions using a mobile telephone system,"HT Vatanen - US Patent 6,169,890, 2001 - Google Patents",2001,https://patents.google.com/patent/US6169890B1/en,No PDF available,,,1,128,No DOI available
Mobile computing and databases-a survey,"D Barbará - IEEE transactions on Knowledge and Data …, 1999 - ieeexplore.ieee.org",1999,https://ieeexplore.ieee.org/abstract/document/755619/,http://lsirwww.epfl.ch/courses/dis/2002ws/papers/barbara99mobile.pdf,,,1,603,No DOI available
Base station placement for in-building mobile communication systems to yield high capacity and efficiency,"KS Butterworth, KW Sowerby… - IEEE Transactions on …, 2000 - ieeexplore.ieee.org",2000,https://ieeexplore.ieee.org/abstract/document/843133/,No PDF available,,,1,88,No DOI available
Distributed power control in cellular radio systems,"SA Grandhi, R Vijayan… - IEEE Transactions on …, 1994 - ieeexplore.ieee.org",1994,https://ieeexplore.ieee.org/abstract/document/577019/,No PDF available,,,1,379,No DOI available
Location estimation and trajectory prediction for cellular networks with mobile base stations,"PN Pathirana, AV Savkin, S Jha - IEEE Transactions on Vehicular …, 2004 - researchgate.net",2004,https://www.researchgate.net/profile/Pubudu_Pathirana/publication/3155303_Location_Estimation_and_Trajectory_Prediction_for_Cellular_Networks_With_Mobile_Base_Stations/links/0deec51beeb720d390000000.pdf,https://www.researchgate.net/profile/Pubudu_Pathirana/publication/3155303_Location_Estimation_and_Trajectory_Prediction_for_Cellular_Networks_With_Mobile_Base_Stations/links/0deec51beeb720d390000000.pdf,,,1,79,No DOI available
Understanding dynamics between initial trust and usage intentions of mobile banking,"G Kim, BS Shin, HG Lee - Information Systems Journal, 2009 - Wiley Online Library",2009,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2575.2007.00269.x,http://www.academia.edu/download/51114879/j.1365-2575.2007.00269.x20161229-29269-12pcac2.pdf,,,1,575,No DOI available
The performance of polarization diversity schemes at a base station in small/micro cells at 1800 MHz,"JJA Lempiainen… - IEEE Transactions on …, 1998 - ieeexplore.ieee.org",1998,https://ieeexplore.ieee.org/abstract/document/704863/,https://www.researchgate.net/profile/Jaana_Laiho/publication/3154144_'The_Performance_of_Polarization_Diversity_Schemes_at_a_Base-Station_in_SmallMicro_Cells_at_1800MHz'/links/5512adb90cf270fd7e33284d.pdf,,,1,108,No DOI available
Tcot-a timeout-based mobile transaction commitment protocol,"V Kumar, N Prabhu, MH Dunham… - IEEE Transactions on …, 2002 - ieeexplore.ieee.org",2002,https://ieeexplore.ieee.org/abstract/document/1039846/,https://pdfs.semanticscholar.org/ea61/e731c1fe8598cc6a238ad25f7d9cc4bc8464.pdf,,,1,128,No DOI available
Mobile-phone-based wagering game account transactions,"VK Agarwal, DR Buchholz, MC Pace - US Patent 8,430,745, 2013 - Google Patents",2013,https://patents.google.com/patent/US8430745B2/en,https://patentimages.storage.googleapis.com/b3/e9/cc/6e329f435d5564/US8430745.pdf,,,1,49,No DOI available
Advantages of CDMA and spread spectrum techniques over FDMA and TDMA in cellular mobile radio applications,"P Jung, PW Baier, A Steil - IEEE Transactions on Vehicular …, 1993 - ieeexplore.ieee.org",1993,https://ieeexplore.ieee.org/abstract/document/231889/,http://cs-www.cs.yale.edu/homes/yry/readings/wireless/wireless_readings/article7.pdf,,,1,303,No DOI available
"Past, present and future of mobile payments research: A literature review","T Dahlberg, N Mallat, J Ondrus, A Zmijewska - … commerce research and …, 2008 - Elsevier",2008,https://www.sciencedirect.com/science/article/pii/S1567422307000075,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.177.750&rep=rep1&type=pdf,,,1,689,No DOI available
Method and system for adapting a wireless mobile communication device for wireless transactions,"M Fisher - US Patent App. 11/933,321, 2008 - Google Patents",2008,https://patents.google.com/patent/US20080051059A1/en,No PDF available,,,1,144,No DOI available
Systems and methods to secure transactions via mobile devices,"R Hirson, M Niejadlik - US Patent 8,412,626, 2013 - Google Patents",2013,https://patents.google.com/patent/US8412626B2/en,No PDF available,,,1,141,No DOI available
Dependence of the occupational exposure to mobile phone base stations on the properties of the antenna and the human body,"MC Gosselin, A Christ, S Kühn… - IEEE Transactions on …, 2009 - ieeexplore.ieee.org",2009,https://ieeexplore.ieee.org/abstract/document/4806037/,No PDF available,,,1,37,No DOI available
Highly dynamic destination-sequenced distance-vector routing (DSDV) for mobile computers,"CE Perkins, P Bhagwat - ACM SIGCOMM computer communication …, 1994 - dl.acm.org",1994,https://dl.acm.org/citation.cfm?id=190336,https://courses.cs.washington.edu/courses/cse461/07wi/lectures/dsdv.pdf,,,1,10461,No DOI available
"Systems, methods and apparatus for facilitating transactions using a mobile device","B Dragt - US Patent 8,606,638, 2013 - Google Patents",2013,https://patents.google.com/patent/US8606638B2/en,No PDF available,,,1,134,No DOI available
Electronic payment schemes in a mobile environment for short-range transactions,"S Sovio, JE Ekberg, N Asokan, P Lahtinen - US Patent 7,194,438, 2007 - Google Patents",2007,https://patents.google.com/patent/US7194438B2/en,No PDF available,,,1,130,No DOI available
Security token for mobile near field communication transactions,"CF Baldwin, B Barnes, PJ Kenny, SI Khoshaba… - US Patent …, 2014 - Google Patents",2014,https://patents.google.com/patent/US8818867B2/en,No PDF available,,,1,92,No DOI available
(How) can mobile agents do secure electronic transactions on untrusted hosts? A survey of the security issues and the current solutions,"J Claessens, B Preneel, J Vandewalle - ACM Transactions on Internet …, 2003 - dl.acm.org",2003,https://dl.acm.org/citation.cfm?id=643479,No PDF available,,,1,108,No DOI available
A simple active damping control for compliant base manipulators,"JY Lew, SM Moon - IEEE/ASME Transactions on Mechatronics, 2001 - ieeexplore.ieee.org",2001,https://ieeexplore.ieee.org/abstract/document/951368/,No PDF available,,,1,60,No DOI available
System and process for remote payments and transactions in real time by mobile telephone,"M Brandes, JM Vega, P Hernandez, I Simon… - US Patent App. 11 …, 2007 - Google Patents",2007,https://patents.google.com/patent/US20070027803A1/en,No PDF available,,,1,89,No DOI available
System and method for authenticating transactions through a mobile device,"D Poon, S Law, R Burnison - US Patent 8,655,782, 2014 - Google Patents",2014,https://patents.google.com/patent/US8655782B2/en,http://patentimages.storage.googleapis.com/pdfs/US8655782.pdf,,,1,71,No DOI available
Method To Make Payment Or Charge Safe Transactions Using Programmable Mobile Telephones,"FB Bayod, JB Bayod, FB Bayod - US Patent App. 11/658,950, 2008 - Google Patents",2008,https://patents.google.com/patent/US20080091614A1/en,No PDF available,,,1,65,No DOI available
Near field communication transactions with user profile updates in a mobile environment,"US Patent App. 12/333,024, 2009 - Google Patents",2009,https://patents.google.com/patent/US20090157512A1/en,No PDF available,,,1,99,No DOI available
Secure and Authenticated Transactions with Mobile Devices,"J Sun, D Zhou - US Patent App. 13/868,844, 2013 - Google Patents",2013,https://patents.google.com/patent/US20130278622A1/en,https://patentimages.storage.googleapis.com/21/ba/e4/fe968cdb54307e/US20130278622A1.pdf,,,1,43,No DOI available
An approach for mobile agent security and fault tolerance using distributed transactions,"H Vogler, T Kunkelmann… - Parallel and Distributed …, 1997 - ieeexplore.ieee.org",1997,https://ieeexplore.ieee.org/abstract/document/652560/,http://www.vs.inf.ethz.ch/publ/papers/MaluApproachMobSec.pdf,,,1,75,No DOI available
Motet: Mobile transactions using electronic tickets,"D Quercia, S Hailes - Security and Privacy for Emerging Areas …, 2005 - ieeexplore.ieee.org",2005,https://ieeexplore.ieee.org/abstract/document/1607593/,No PDF available,,,1,19,No DOI available
Mobile agent-based transactions in open environments,"FM de Assis Silva… - IEICE Transactions on …, 2000 - search.ieice.org",2000,https://search.ieice.org/bin/summary.php?id=e83-b_5_973,http://www.lasid.ufba.br/publicacoes/teste/artigos/ieice2000.pdf,,,1,30,No DOI available
On the estimation of SAR and compliance distance related to RF exposure from mobile communication base station antennas,"BÖ Thors, ML Strydom, BÖ Hansson… - IEEE Transactions …, 2008 - ieeexplore.ieee.org",2008,https://ieeexplore.ieee.org/abstract/document/4667651/,No PDF available,,,1,30,No DOI available
Mobile-phone adapter for electronic transactions,"B Hejl - US Patent 9,794,392, 2017 - Google Patents",2017,https://patents.google.com/patent/US9794392B2/en,No PDF available,,,1,109,No DOI available
System and method for mobile payment transactions,"S Goldthwaite, W Graylin - US Patent App. 13/305,625, 2012 - Google Patents",2012,https://patents.google.com/patent/US20120072350A1/en,No PDF available,,,1,95,No DOI available
Mobile communication device near field communication (NFC) transactions,"M Fisher, R Guha - US Patent 9,378,493, 2016 - Google Patents",2016,https://patents.google.com/patent/US9378493B2/en,No PDF available,,,1,63,No DOI available
Power control for a spread spectrum cellular mobile radio system,"RW Nettleton, H Alavi - Vehicular Technology Conference …, 1983 - ieeexplore.ieee.org",1983,https://ieeexplore.ieee.org/abstract/document/1623141/,No PDF available,,,1,268,No DOI available
Mining cluster-based temporal mobile sequential patterns in location-based service environments,"EHC Lu, VS Tseng, SY Philip - … transactions on knowledge and …, 2011 - ieeexplore.ieee.org",2011,https://ieeexplore.ieee.org/abstract/document/5560659/,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.717.2363&rep=rep1&type=pdf,,,1,94,No DOI available
Distributed wireless channel allocation in networks with mobile base stations,"S Nesargi, R Prakash - … transactions on vehicular technology, 2002 - ieeexplore.ieee.org",2002,https://ieeexplore.ieee.org/abstract/document/1175196/,https://www.computer.org/csdl/proceedings/infcom/1999/5417/02/00751394.pdf,,,1,59,No DOI available
Explaining the adoption of transactional B2C mobile commerce,"M Khalifa, K Ning Shen - Journal of enterprise information …, 2008 - emeraldinsight.com",2008,https://www.emeraldinsight.com/doi/pdf/10.1108/17410390810851372,No PDF available,,,1,274,No DOI available
Base and mobile station antennas for land mobile radio systems,"Y Yamada, Y EBINE… - IEICE TRANSACTIONS on …, 1991 - search.ieice.org",1991,https://search.ieice.org/bin/summary.php?id=e74-b_6_1547,No PDF available,,,1,51,No DOI available
A power-spectral theory of propagation in the mobile-radio environment,"MJ Gans - IEEE Transactions on Vehicular Technology, 1972 - ieeexplore.ieee.org",1972,https://ieeexplore.ieee.org/abstract/document/1622098/,No PDF available,,,1,470,No DOI available
Processing merchant point-of-sale transactions using a mobile subscriber device,"D Benco, S Mahajan, B Sheen, S True - US Patent App. 11/280,550, 2007 - Google Patents",2007,https://patents.google.com/patent/US20070108269A1/en,No PDF available,,,1,50,No DOI available
System and Method for Facilitating Electronic Financial Transactions Using a Mobile Telecommunication Device,"G Leung, R Lee, K Cheng, P Chui… - US Patent App. 12 …, 2008 - Google Patents",2008,https://patents.google.com/patent/US20080288351A1/en,No PDF available,,,1,57,No DOI available
Dynamic windowing system in a transaction base network for a client to request transactions of transient programs at a server,"ML Brandt, JV DiCecco, JR Hansen, TJ O'keefe… - US Patent …, 1999 - Google Patents",1999,https://patents.google.com/patent/US5920696A/en,No PDF available,,,1,87,No DOI available
"Mobile commerce: Promises, challenges and research agenda","K Siau, EP Lim, Z Shen - Journal of Database Management (JDM), 2001 - igi-global.com",2001,https://www.igi-global.com/article/journal-database-management-jdm/3264,https://www.researchgate.net/profile/Keng_Siau/publication/220373657_Mobile_Commerce_Promises_Challenges_and_Research_Agenda/links/5984f30c0f7e9b6c852f50f1/Mobile-Commerce-Promises-Challenges-and-Research-Agenda.pdf,,,1,543,No DOI available
A comparison of some channel assignment strategies in large-scale mobile communications systems,"D Cox, D Reudink - IEEE Transactions on Communications, 1972 - ieeexplore.ieee.org",1972,https://ieeexplore.ieee.org/abstract/document/1091134/,No PDF available,,,1,148,No DOI available
"Stable flocking of mobile agents, Part I: Fixed topology","HG Tanner, A Jadbabaie… - Decision and Control …, 2003 - ieeexplore.ieee.org",2003,https://ieeexplore.ieee.org/abstract/document/1272910/,https://repository.upenn.edu/cgi/viewcontent.cgi?article=1109&context=ese_papers,,,1,904,No DOI available
The Bayou architecture: Support for data sharing among mobile users,"A Demers, K Petersen, M Spreitzer… - Mobile Computing …, 1994 - ieeexplore.ieee.org",1994,https://ieeexplore.ieee.org/abstract/document/4624416/,http://www.academia.edu/download/44572933/The_Bayou_Architecture_Support_for_Data_20160409-21644-1562oq8.pdf,,,1,434,No DOI available
"Development perspectives, firm strategies and applications in mobile commerce","F Buellingen, M Woerter - Journal of business Research, 2004 - Elsevier",2004,https://www.sciencedirect.com/science/article/pii/S0148296302004290,No PDF available,,,1,257,No DOI available
The PARCTAB mobile computing system,"BN Schilit, N Adams, R Gold, MM Tso… - … ., Fourth Workshop on, 1993 - ieeexplore.ieee.org",1993,https://ieeexplore.ieee.org/abstract/document/348175/,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.43.9880&rep=rep1&type=pdf,,,1,400,No DOI available
Influence of environmental buildings on UHF land mobile radio propagation,"S Kozono, K Watanabe - IEEE Transactions on …, 1977 - ieeexplore.ieee.org",1977,https://ieeexplore.ieee.org/abstract/document/1093736/,No PDF available,,,1,83,No DOI available
Location management for mobile commerce applications in wireless internet environment,"U Varshney - ACM Transactions on Internet Technology (TOIT), 2003 - dl.acm.org",2003,https://dl.acm.org/citation.cfm?id=857169,http://www.pitt.edu/~dtipper/3955/acm_paper.pdf,,,1,225,No DOI available
Spectral efficiency improvement by base station antenna pattern control for land mobile cellular systems,"T OHGANE - IEICE Transactions on Communications, 1994 - search.ieice.org",1994,https://search.ieice.org/bin/summary.php?id=e77-b_5_598,No PDF available,,,1,47,No DOI available
