title,author,date,link,pdf_link,query,search_engine,nr_found,cite_count,doi
A Hybrid Mobile Visual Search System With Compact Global Signatures,"David M. Chen, Bernd Girod",July 2015,https://ieeexplore.ieee.org/document/7097721/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7097721,,,1,11,10.1109/TMM.2015.2427744
A Lightweight Secure Data Sharing Scheme for Mobile Cloud Computing,"RUIXUAN LI, Chenglin Shen, Heng He, Xiwu Gu, Zhiyong Xu, Cheng-Zhong Xu",1 April-June 2018,https://ieeexplore.ieee.org/document/7809047/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7809047,,,1,2,10.1109/TCC.2017.2649685
A Model-Assisted Cross-Layer Design of an Energy-Efficient Mobile Video Cloud,"Alfio Lombardo, Carla Panarello, Giovanni Schembra",Dec. 2014,https://ieeexplore.ieee.org/document/6881743/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6881743,,,1,7,10.1109/TMM.2014.2350257
A Modified Hierarchical Attribute-based Encryption Access Control Method for Mobile Cloud Computing,"Yuanpeng Xie, Hong Wen, Bin Wu, Yixin Jiang, Jiaxiao Meng",2018,https://ieeexplore.ieee.org/document/7368903/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7368903,,,1,0,10.1109/TCC.2015.2513388
A Multi-Objective Approach to Real-Time In-Situ Processing of Mobile-Application Workflows,"Hariharasudhan Viswanathan, Eun Kyung Lee, Dario Pompili",1 Nov. 2016,https://ieeexplore.ieee.org/document/7422143/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7422143,,,1,1,10.1109/TPDS.2016.2532864
A Network and Device Aware QoS Approach for Cloud-Based Mobile Streaming,"Chin-Feng Lai, Honggang Wang, Han-Chieh Chao, Guofang Nan",June 2013,https://ieeexplore.ieee.org/document/6412801/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6412801,,,1,38,10.1109/TMM.2013.2240270
A New Scheme for Mobile Based CAPTCHA Service on Cloud,"Ashutosh Saxena, Nitin Singh Chauhan, Sravan Kumar Reddy, Aparajith Srinivasan Vangal, David Palacios Rodrguez",11-12 Oct. 2012,https://ieeexplore.ieee.org/document/6354589/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6354589,,,1,2,10.1109/CCEM.2012.6354589
A Position Aware Mobile Application for E-Health Services,"Ismail Hababeh, Sahel Alouneh, Ala F. Khalifeh",25-27 Jan. 2016,https://ieeexplore.ieee.org/document/7877204/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7877204,,,1,0,10.1109/ISMS.2016.69
A Provident Resource Defragmentation Framework for Mobile Cloud Computing,"Weigang Hou, Rui Zhang, Wen Qi, Kejie Lu, Jianping Wang, Lei Guo",Jan.-March 2018,https://ieeexplore.ieee.org/document/7265056/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7265056,,,1,4,10.1109/TETC.2015.2477778
A QoS Aware Resource Allocation Strategy for Mobile Graphics Rendering With Cloud Support,"Chin-Feng Lai, Ren-Hung Hwang, Han-Chieh Chao",Jan. 2017,https://ieeexplore.ieee.org/document/7508927/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7508927,,,1,1,10.1109/TCSVT.2016.2589740
A Quality-of-Content-Based Joint Source and Channel Coding for Human Detections in a Mobile Surveillance Cloud,"Xiang Chen, Jenq-Neng Hwang, De Meng, Kuan-Hui Lee, Ricardo L. de Queiroz, Fu-Ming Yeh",Jan. 2017,https://ieeexplore.ieee.org/document/7428864/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7428864,,,1,6,10.1109/TCSVT.2016.2539758
A Routing-Protocol-Independent Caching Framework for Mobile Clouds,"Ying Feng, Radu Stoleru, Chien-An Chen, Geoffrey G. Xie",1 July-Sept. 2017,https://ieeexplore.ieee.org/document/7530824/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7530824,,,1,0,10.1109/TETC.2016.2588734
A Scalable Server Architecture for Mobile Presence Services in Social Network Applications,"Chi-Jen Wu, Jan-Ming Ho, Ming-Syan Chen",Feb. 2013,https://ieeexplore.ieee.org/document/6104055/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6104055,,,1,9,10.1109/TMC.2011.263
A Secure Content Caching Scheme for Disaster Backup in Fog Computing Enabled Mobile Social Networks,"Zhou Su, Qichao Xu, Jun Luo, Huayan Pu, Yan Peng, Rongxing Lu",Oct. 2018,https://ieeexplore.ieee.org/document/8395067/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8395067,,,1,6,10.1109/TII.2018.2849984
A Stochastic Control Approach to Maximize Profit on Service Provisioning for Mobile Cloudlet Platforms,"Weiwei Fang, Xuening Yao, Xiaojie Zhao, Jianwei Yin, Naixue Xiong",April 2018,https://ieeexplore.ieee.org/document/7586102/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7586102,,,1,3,10.1109/TSMC.2016.2606400
A Task-Centric Mobile Cloud-Based System to Enable Energy-Aware Efficient Offloading,"Azzedine Boukerche, Shichao Guan, Robson Eduardo De Grande",1 Oct.-Dec. 2018,https://ieeexplore.ieee.org/document/8359090/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8359090,,,1,0,10.1109/TSUSC.2018.2836314
A cloud based dual-root trust model for secure mobile online transactions,"Li Li, Dijiang Huang, Zhidong Shen, Samia Bouzefrane",7-10 April 2013,https://ieeexplore.ieee.org/document/6555287/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6555287,,,1,1,10.1109/WCNC.2013.6555287
A distance-based compression of 3D meshes for mobile devices,"Daeyoung Kim, Sungyeol Lee, Haeyoung Lee, Sungdae Cho",August 2008,https://ieeexplore.ieee.org/document/4637633/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4637633,,,1,3,10.1109/TCE.2008.4637633
A key-revocable attribute-based encryption for mobile cloud environments,"Tsukasa Ishiguro, Shinsaku Kiyomoto, Yutaka Miyake",29-31 July 2013,https://ieeexplore.ieee.org/document/7223155/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7223155,,,1,0,No DOI available
A survey of authentication methods in mobile cloud computing,"G. Reshmi, C. S. Rakshmy",14-16 Dec. 2015,https://ieeexplore.ieee.org/document/7412056/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7412056,,,1,2,10.1109/ICITST.2015.7412056
AMES-Cloud: A Framework of Adaptive Mobile Video Streaming and Efficient Social Video Sharing in the Clouds,"Xiaofei Wang, Min Chen, Ted Taekyoung Kwon, LaurenceT. Yang, Victor C. M. Leung",June 2013,https://ieeexplore.ieee.org/document/6410040/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6410040,,,1,65,10.1109/TMM.2013.2239630
Adaptive Mobile Cloud Computing to Enable Rich Mobile Multimedia Applications,"Shaoxuan Wang, Sujit Dey",June 2013,https://ieeexplore.ieee.org/document/6413270/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6413270,,,1,93,10.1109/TMM.2013.2240674
Adaptive Multi-Resource Allocation for Cloudlet-Based Mobile Cloud Computing System,"Yanchen Liu, Myung J. Lee, Yanyan Zheng",1 Oct. 2016,https://ieeexplore.ieee.org/document/7339472/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7339472,,,1,28,10.1109/TMC.2015.2504091
An Anonymous End-to-End Communication Protocol for Mobile Cloud Environments,"Claudio A. Ardagna, Mauro Conti, Mario Leone, Julinda Stefa",July-Sept. 2014,https://ieeexplore.ieee.org/document/6732964/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6732964,,,1,20,10.1109/TSC.2014.2304717
An Efficient Delta Synchronization Algorithm for Mobile Cloud Storage Applications,"Giwon Lee, Haneul Ko, Sangheon Pack",1 May-June 2017,https://ieeexplore.ieee.org/document/7321044/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7321044,,,1,4,10.1109/TSC.2015.2498168
